calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
LAZARO CARDENAS,16,Hogar,Trabajo,Ir al trabajo,Llevar prisa,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,20,Escuela,Hogar,Regreso a casa,Falta de infraestructura,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
DR. IGNACIO MORONES PRIETO,26,Hogar,Escuela,Llevar o recoger a alguien,Clima,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
DR. IGNACIO MORONES PRIETO,31,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
REFORMA,22,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
EDUARDO MOLINA,19,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
LEON DE LOS ALDAMA,48,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Secundaria,"3,001-6,000"
EDUARDO MOLINA,64,Hogar,Otra vivienda,Ir de visita,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,">1,000"
EDUARDO MOLINA,63,Hogar,Otro,Hacer compras,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
EDUARDO MOLINA,69,Hogar,Otro,Hacer compras,Clima,No,,Hombre,Secundaria,"1,001-3,000"
REFORMA,26,Trabajo,Trabajo,Relacionado con el trabajo,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
REFORMA,24,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Licenciatura,"3,001-6,000"
REFORMA,29,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Licenciatura,"6,001-10,000"
AV 506,18,Otro,Hogar,Regreso a casa,Falta de infraestructura,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,">1,000"
AV TALISMAN,18,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
AV TALISMAN,49,Otra vivienda,Hogar,Regreso a casa,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,No contestó
AV TALISMAN,32,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
AV. CENTRAL,36,Hogar,Otra vivienda,Ir a comer,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV SUR,34,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Falta de infraestructura,Sí,Estacionada,Hombre,Licenciatura,"3,001-6,000"
CANAL DE SAN JUAN,37,Escuela,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Licenciatura,"6,001-10,000"
AV SUR 12,23,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
ORIENTE 106,23,Escuela,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Carrera Técnica,No contestó
CONGRESO DE LA UNION,16,Hogar,Otra vivienda,Hacer compras,Recorrido muy largo,No,,Hombre,Secundaria,"3,001-6,000"
EMILIANO ZAPATA,31,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Licenciatura,"1,001-3,000"
BATALLA DE CALPULALPAN,28,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,No contestó
CARDIOLOGOS,47,Hogar,Escuela,Ir a estudiar,Ningún motivo,No,,Mujer,Secundaria,"3,001-6,000"
EL VERGEL,48,Escuela,Hogar,Regreso a casa,Clima,No,,Mujer,Carrera Técnica,"3,001-6,000"
EL VERGEL,26,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,Sí,En movimiento,Hombre,Licenciatura,"3,001-6,000"
AV BENITO JUAREZ,38,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
AV. FRANCISCO TLALTENCO,45,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
AV. FRANCISCO TLALTENCO,45,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
AVILA CAMACHO,50,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
AV. FRANCISCO TLALTENCO,75,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Ninguno,"3,001-6,000"
CAMINO REAL A TOLUCA,48,Trabajo,Trabajo,Relacionado con el trabajo,Inseguridad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
SAN JERONIMO,34,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Mujer,Licenciatura,"<15,001"
AV. ISIDRO ALTO LERMA,26,Otro,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Licenciatura,"1,001-3,000"
AV LAS AGUILAS,52,Trabajo,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV. DE LAS CULTURAS,76,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,En movimiento,Hombre,Primaria,"3,001-6,000"
CALZADA DESIERTO DE LOS LEONES,43,Hogar,Escuela,Ir a estudiar,Inseguridad,No,,Mujer,Secundaria,"1,001-3,000"
CAMINO A NEXTENGO,48,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Hombre,Primaria,">1,000"
CAMINO A NEXTENGO,58,Hogar,Otro,Recreación,Fala mecánica de bici,No,,Hombre,Secundaria,"3,001-6,000"
FAJA DE ORO,29,Trabajo,Hogar,Regreso a casa,No haya bici disponible,No,,Hombre,Secundaria,"1,001-3,000"
CAMINO A NEXTENGO,42,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
FAJA DE ORO,27,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Secundaria,No contestó
SIMON BOLIVAR,45,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
AV UNIVERSIDAD,38,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,No contestó
SIMON BOLIVAR,41,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
SIMON BOLIVAR,52,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
AV UNIVERSIDAD,99,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,No,,Mujer,Licenciatura,No contestó
CALZADA ERMITA IZTAPALAPA,39,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
CAMARONES,44,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Maestría,No contestó
CAMARONES,26,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. JARDIN,45,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Licenciatura,"10,001-15000"
CALZADA CAMARONES,72,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
JERUSALEN,39,Otro,Hogar,Regreso a casa,No haya bici disponible,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
POSTA,32,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
AVENIDA TOLUCA,22,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,No,,Hombre,Secundaria,No contestó
AV. DE LAS CULTURAS,33,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
EL ROSARIO,70,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
AV. PEDRO ENRIQUE UREÑA,24,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
CALCADA DE LAS BOMBAS,25,Hogar,Escuela,Ir al trabajo,Llevar prisa,No,,Hombre,Licenciatura,No contestó
MANUEL SAENZ,35,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
MANUEL SAENZ,53,Hogar,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Mujer,Primaria,"3,001-6,000"
AV DR JESÚS MARÍA VERTIZ,33,Hogar,Otro,Hacer compras,Lesión o incapacidad,Sí,Estacionada,Mujer,Licenciatura,"6,001-10,000"
ANEXAGORAS,38,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
EXTREMADURA,52,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Primaria,"3,001-6,000"
ANAXAGORAS,37,"Centro comercial, tienda, mercado",Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
EXTREMADURA,29,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV PATRIOTISMO,30,Otro,Hogar,Regreso a casa,Fala mecánica de bici,No,,Mujer,Licenciatura,">1,000"
AV RICARDO FLORES MAGON,47,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Carrera Técnica,"6,001-10,000"
MONTE DE LAS CRUCES,44,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
MONTE DE LAS CRUCES,15,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
DIVISION DEL NORTE,68,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
AV. CANAL DE MIRAMONTES,32,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,No contestó
SAN GUILLERMO,46,Hogar,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
SAN GUILLERMO,58,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,En movimiento,Hombre,Primaria,"3,001-6,000"
SANTA ANA,27,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
REY NEZAHUALCOYOTL,43,Trabajo,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
ANTONIO DELFIN MADRIGAL,16,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Hombre,Secundaria,No contestó
JUVENTINO ROSAS,50,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
JOSE SOTERO CASTAÑEDA,20,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,">1,000"
LERDO,35,Hogar,Trabajo,Ir al trabajo,Inseguridad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
MOSQUETA,58,Otro,Hogar,Regreso a casa,Inseguridad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"<15,001"
MOSQUETA,61,Trabajo,Trabajo,Relacionado con el trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
MOSQUETA,13,Escuela,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,No contestó
20 DE NOVIEMBRE,37,Trabajo,Otro,Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Licenciatura,No contestó
20 DE NOVIEMBRE,31,Hogar,Otro,Hacer compras,Ningún motivo,No,,Mujer,Licenciatura,No contestó
MANUEL MARIA CONTRERAS,42,Trabajo,Otro,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
BUCARELI,26,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
MANUEL MARIA CONTRERAS,26,"Restaurante, bar, cafetería",Trabajo,Ir al trabajo,Clima,No,,Hombre,Secundaria,"6,001-10,000"
PONIENTE 134,24,Hogar,Escuela,Ir a estudiar,Ningún motivo,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
PONIENTE 134,56,Trabajo,Otro,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
ACUEDUCTO DE GUADALUPE,19,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
ACUEDUCTO DE GUADALUPE,50,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Recorrido muy largo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
LAZARO CARDENAS,14,Hogar,Otro,Recreación,Llevar prisa,No,,Hombre,Secundaria,"6,001-10,000"
LEON DE LOS ALDAMA,34,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
MIGUEL LERDO DE TEJADA,33,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Primaria,"3,001-6,000"
LAZARO CARDENAS,24,Hogar,"Restaurante, bar, cafetería",Ir a comer,Inseguridad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,">1,000"
ACUEDUCTO DE GUADALUPE,48,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
RIO BAMBA,20,"Centro comercial, tienda, mercado",Hogar,Llevar o recoger a alguien,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
LAZARO CARDENAS,29,Trabajo,Otro,Hacer compras,Recorrido muy largo,No,,Hombre,Secundaria,"1,001-3,000"
REFORMA,23,Trabajo,Hogar,Regreso a casa,Clima,No,,Hombre,Licenciatura,"6,001-10,000"
REFORMA,29,Trabajo,"Centro comercial, tienda, mercado",Relacionado con el trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
REFORMA,26,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Licenciatura,"<15,001"
CALZADA SAN JUAN DE ARAGON,26,Trabajo,"Centro comercial, tienda, mercado",Relacionado con el trabajo,Inseguridad,No,,Hombre,Carrera Técnica,"6,001-10,000"
EMILIANO ZAPATA,73,Otro,Otro,Recreación,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
EMILIANO ZAPATA,63,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
JAIME NUNO,27,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
OTHON DE MENDIZABAL OTE,19,Hogar,Otro,Recreación,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
DR. IGNACIO MORONES PRIETO,22,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Recorrido muy largo,No,,Mujer,Normal,"6,001-10,000"
EDUARDO MOLINA,55,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Licenciatura,"1,001-3,000"
EDUARDO MOLINA,14,Hogar,Otra vivienda,Ir de visita,Clima,No,,Hombre,Secundaria,No contestó
DR. IGNACIO MORONES PRIETO,36,Hogar,Trabajo,Ir de visita,Inseguridad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
LAZARO CARDENAS,34,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
DR. IGNACIO MORONES PRIETO,51,"Centro comercial, tienda, mercado",Trabajo,Llevar o recoger a alguien,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
DR. IGNACIO MORONES PRIETO,50,"Restaurante, bar, cafetería",Hogar,Regreso a casa,Cambio de trabajo,No,,Hombre,Secundaria,"3,001-6,000"
CALZADA SAN JUAN DE ARAGON,22,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Secundaria,"3,001-6,000"
FERROCARRIL HIDALGO HIDALGO,43,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
CALZADA SAN JUAN DE ARAGON,56,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JOSE LORETO FABELA,45,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
CALZADA,24,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
CALZADA IGNACIO ZARAGOZA,50,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
DAMIANA,41,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
AV. FRANCISCO TLALTENCO,28,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Mujer,Secundaria,"1,001-3,000"
AV. FRANCISCO TLALTENCO,55,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
AV. FRANCISCO TLALTENCO,40,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
AV DEL ARBOL,25,Hogar,Otro,Ir de visita,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
AV. VILLA FRANQUEZA,63,Hogar,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Hombre,Ninguno,">1,000"
AV. VILLA FRANQUEZA,42,Hogar,Trabajo,Ir al trabajo,Inseguridad,Sí,Estacionada,Mujer,Carrera Técnica,"6,001-10,000"
AV. VILLA FRANQUEZA,42,Hogar,Otro,Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,">1,000"
AV. VILLA FRANQUEZA,13,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,No contestó
AV. VILLA FRANQUEZA,40,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
AV LUIS CABRERA,47,Hogar,Otro,Trámite,Cambio de trabajo,No,,Hombre,Primaria,"3,001-6,000"
CAMINO DE SANTA TERESA,18,"Centro comercial, tienda, mercado",Trabajo,Hacer compras,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
BOULEVARD ADOLFO LOPEZ MATEOS,17,Trabajo,Hogar,Regreso a casa,Falta de infraestructura,No,,Hombre,Licenciatura,"6,001-10,000"
BOULEVARD ADOLFO LOPEZ MATEOS,23,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Carrera Técnica,No contestó
MARINA NACIONAL,36,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Hombre,Primaria,"3,001-6,000"
CALZADA LEGARIA,42,Trabajo,Otro,Llevar o recoger a alguien,Fala mecánica de bici,Sí,Estacionada,Hombre,Normal,"10,001-15000"
CALZADA LEGARIA,81,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Primaria,No contestó
CARRILLO PUERTPO MARINA NACIONAL,25,Escuela,Hogar,Regreso a casa,Clima,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
AV. MARINA NACIONAL,38,Otra vivienda,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
AV. INDUSTRIAL MILITAR,20,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV EJERCITO NACIONAL,40,Trabajo,Otra vivienda,Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV EJERCITO NACIONAL,30,Trabajo,Trabajo,Relacionado con el trabajo,Clima,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV EJERCITO NACIONAL,24,Trabajo,Otra vivienda,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
SCHILLER,26,Trabajo,Trabajo,Relacionado con el trabajo,No haya bici disponible,No,,Hombre,Secundaria,No contestó
SCHILLER,40,Trabajo,Trabajo,Relacionado con el trabajo,Inseguridad,No,,Hombre,Maestría,"<15,001"
SCHILLER,24,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
REFORMA,40,Hogar,Trabajo,Ir al trabajo,Inseguridad,Sí,En movimiento,Hombre,Secundaria,No contestó
REFORMA,34,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Licenciatura,"<15,001"
ANDRES BELLO,30,Trabajo,Trabajo,Relacionado con el trabajo,No sé,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
JOSE MORAN,50,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. REVOLUCION,23,"Centro comercial, tienda, mercado",Hogar,Hacer compras,Fala mecánica de bici,No,,Mujer,Preparatoria o Bachillerato,No contestó
AV. MORELOS,56,Otro,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV MIGUEL HIDALGO,29,Otra vivienda,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
MIGUEL HIDALGO,28,Hogar,Trabajo,Ir al trabajo,Recorrido muy largo,No,,Hombre,Secundaria,"<15,001"
AV MIGUEL HIDALGO,45,Trabajo,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV ESPA?A,53,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
RICARDO MONGUES LOPEZ,55,Trabajo,Hogar,Regreso a casa,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
RICARDO MONGES LOPEZ,27,Hogar,Otra vivienda,Hacer compras,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
RICARDO MONGUES LOPEZ,34,Hogar,Otra vivienda,Llevar o recoger a alguien,Recorrido muy largo,No,,Mujer,Secundaria,"3,001-6,000"
LUIS DELGADO,18,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
LUIS DELGADO,60,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
JULIO DELGADO,29,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
MONTES DE LA CORDILLERA,37,Hogar,Otra vivienda,Ir de visita,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
MAR DE LLUVIAS,58,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,No contestó
AGRICULTURA,18,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Secundaria,">1,000"
AV CUITLAHUAC,52,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Secundaria,No contestó
MORENA ACUEDUCTO,15,"Centro comercial, tienda, mercado",Hogar,Hacer compras,No haya bici disponible,No,,Hombre,Secundaria,No contestó
CAMINO REAL,23,Hogar,Otro,Trámite,Clima,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
JOSE LOPEZ PORTILLO,50,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
BOULEVARD PICACHO AJUSCO Y TIZIMIN,31,Hogar,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Doctorado,"3,001-6,000"
DZITAS,47,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
AV. FUENTES BROTANTES,16,Otro,Hogar,Ir de visita,Ningún motivo,No,,Hombre,Secundaria,No contestó
TENORIOS,20,Otra vivienda,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,No contestó
ARENAL,30,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Preparatoria o Bachillerato,"10,001-15000"
CAMINO VIEJO A SAN PEDRO,22,Hogar,Otra vivienda,Ir de visita,Recorrido muy largo,No,,Hombre,Preparatoria o Bachillerato,No contestó
PROLONGACION 16 DE SEPTIEMBRE,44,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
CAMINO REAL SAN ANDRES,12,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Primaria,">1,000"
AV. DE LAS TORRES,72,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,En movimiento,Hombre,Ninguno,"1,001-3,000"
AV DEL TALLER,43,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV DEL TALLER,16,Trabajo,Hogar,Regreso a casa,Inseguridad,Sí,En movimiento,Hombre,Secundaria,No contestó
AV DEL TALLER,28,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
TENOCHTITLAN,21,Trabajo,Hogar,Regreso a casa,No haya bici disponible,No,,Hombre,Secundaria,No contestó
ERNESTO P URUCHURTU,71,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Primaria,"1,001-3,000"
FRANCISCO MARAZAN,32,"Centro comercial, tienda, mercado",Trabajo,Hacer compras,Ningún motivo,Sí,Estacionada,Hombre,Maestría,"3,001-6,000"
AV. PE?ON,48,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
LAZARO CECILIO RABELO,63,Hogar,Otro,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,No contestó
CONGRESO DE LA UNION,40,Escuela,Hogar,Llevar o recoger a alguien,Clima,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
