calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
CALZADA IGNACIO ZARAGOZA,50,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,4,3
DAMIANA,41,1,4,4,Recorrido muy largo,Sí,Estacionada,Mujer,5,3
AV. FRANCISCO TLALTENCO,28,1,5,10,Lesión o incapacidad,No,,Mujer,4,2
AV. FRANCISCO TLALTENCO,55,2,1,2,Lesión o incapacidad,Sí,En movimiento,Hombre,4,2
AV. FRANCISCO TLALTENCO,40,2,1,2,Lesión o incapacidad,No,,Hombre,3,3
AV DEL ARBOL,25,1,7,10,Lesión o incapacidad,No,,Hombre,7,3
AV. VILLA FRANQUEZA,63,1,2,1,Clima,Sí,Estacionada,Hombre,1,1
AV. VILLA FRANQUEZA,42,1,2,1,Inseguridad,Sí,Estacionada,Mujer,7,4
AV. VILLA FRANQUEZA,42,1,7,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,1
AV. VILLA FRANQUEZA,13,3,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,4,9
AV. VILLA FRANQUEZA,40,1,2,1,Fala mecánica de bici,Sí,En movimiento,Hombre,4,2
AV LUIS CABRERA,47,1,7,9,Cambio de trabajo,No,,Hombre,3,3
CAMINO DE SANTA TERESA,18,4,2,4,Lesión o incapacidad,No,,Hombre,4,3
BOULEVARD ADOLFO LOPEZ MATEOS,17,2,1,2,Falta de infraestructura,No,,Hombre,8,4
BOULEVARD ADOLFO LOPEZ MATEOS,23,3,1,2,Lesión o incapacidad,No,,Hombre,7,9
MARINA NACIONAL,36,1,2,1,Inseguridad,No,,Hombre,3,3
CALZADA LEGARIA,42,2,7,5,Fala mecánica de bici,Sí,Estacionada,Hombre,6,5
CALZADA LEGARIA,81,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
CARRILLO PUERTPO MARINA NACIONAL,25,3,1,2,Clima,No,,Mujer,5,3
AV. MARINA NACIONAL,38,5,4,4,Inseguridad,Sí,En movimiento,Hombre,4,2
AV. INDUSTRIAL MILITAR,20,2,1,2,Lesión o incapacidad,No,,Hombre,5,4
AV EJERCITO NACIONAL,40,2,5,8,Fala mecánica de bici,No,,Hombre,5,3
AV EJERCITO NACIONAL,30,2,2,8,Clima,Sí,Estacionada,Hombre,5,3
AV EJERCITO NACIONAL,24,2,5,8,Lesión o incapacidad,No,,Hombre,4,4
SCHILLER,26,2,2,8,No haya bici disponible,No,,Hombre,4,9
SCHILLER,40,2,2,8,Inseguridad,No,,Hombre,9,6
SCHILLER,24,2,2,8,Ningún motivo,No,,Hombre,5,3
REFORMA,40,1,2,1,Inseguridad,Sí,En movimiento,Hombre,4,9
REFORMA,34,2,1,2,Ningún motivo,No,,Hombre,8,6
ANDRES BELLO,30,2,2,8,No sé,No,,Hombre,5,4
JOSE MORAN,50,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
AV. REVOLUCION,23,4,1,4,Fala mecánica de bici,No,,Mujer,5,9
AV. MORELOS,56,7,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
AV MIGUEL HIDALGO,29,5,1,2,Fala mecánica de bici,No,,Hombre,5,3
MIGUEL HIDALGO,28,1,2,1,Recorrido muy largo,No,,Hombre,4,6
AV MIGUEL HIDALGO,45,2,1,2,Inseguridad,No,,Hombre,5,4
AV ESPA?A,53,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
RICARDO MONGUES LOPEZ,55,2,1,2,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
RICARDO MONGES LOPEZ,27,1,5,4,Recorrido muy largo,No,,Hombre,5,4
RICARDO MONGUES LOPEZ,34,1,5,5,Recorrido muy largo,No,,Mujer,4,3
LUIS DELGADO,18,1,5,10,Lesión o incapacidad,No,,Hombre,5,9
LUIS DELGADO,60,1,4,4,Lesión o incapacidad,No,,Hombre,3,3
JULIO DELGADO,29,2,1,2,Lesión o incapacidad,No,,Hombre,4,4
MONTES DE LA CORDILLERA,37,1,5,10,Fala mecánica de bici,No,,Hombre,4,2
MAR DE LLUVIAS,58,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,4,9
AGRICULTURA,18,4,1,2,Llevar prisa,No,,Hombre,4,1
AV CUITLAHUAC,52,1,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,4,9
MORENA ACUEDUCTO,15,4,1,4,No haya bici disponible,No,,Hombre,4,9
CAMINO REAL,23,1,7,9,Clima,Sí,En movimiento,Hombre,5,4
JOSE LOPEZ PORTILLO,50,4,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,4,4
BOULEVARD PICACHO AJUSCO Y TIZIMIN,31,1,7,8,Lesión o incapacidad,No,,Hombre,10,3
DZITAS,47,1,4,4,Lesión o incapacidad,No,,Hombre,4,3
AV. FUENTES BROTANTES,16,7,1,10,Ningún motivo,No,,Hombre,4,9
TENORIOS,20,5,1,2,Ningún motivo,No,,Hombre,5,9
ARENAL,30,1,2,1,Cambio de trabajo,No,,Hombre,5,5
CAMINO VIEJO A SAN PEDRO,22,1,5,10,Recorrido muy largo,No,,Hombre,5,9
PROLONGACION 16 DE SEPTIEMBRE,44,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
CAMINO REAL SAN ANDRES,12,1,4,4,Lesión o incapacidad,No,,Hombre,3,1
AV. DE LAS TORRES,72,2,1,2,Lesión o incapacidad,Sí,En movimiento,Hombre,1,2
AV DEL TALLER,43,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,5,3
AV DEL TALLER,16,2,1,2,Inseguridad,Sí,En movimiento,Hombre,4,9
AV DEL TALLER,28,2,2,8,Lesión o incapacidad,No,,Hombre,4,3
TENOCHTITLAN,21,2,1,2,No haya bici disponible,No,,Hombre,4,9
ERNESTO P URUCHURTU,71,1,2,1,Lesión o incapacidad,No,,Hombre,3,2
FRANCISCO MARAZAN,32,4,2,4,Ningún motivo,Sí,Estacionada,Hombre,9,3
AV. PE?ON,48,1,2,1,Ningún motivo,No,,Hombre,5,4
LAZARO CECILIO RABELO,63,1,7,8,Lesión o incapacidad,Sí,Estacionada,Hombre,5,9
CONGRESO DE LA UNION,40,3,1,5,Clima,No,,Mujer,5,3
EMILIANO ZAPATA,27,2,7,8,No sé,Sí,En movimiento,Hombre,3,3
CONGRESO DE LA UNION,33,2,4,4,Clima,No,,Hombre,4,3
PLAYA VILLA DEL MAR,36,1,4,4,Inseguridad,No,,Mujer,5,4
PLAYA VILLA DEL MAR,25,2,1,2,Inseguridad,No,,Mujer,5,3
AV JUAN ALVAREZ,17,1,4,9,Fala mecánica de bici,No,,Hombre,4,2
EMILIANO CARRANZA,41,1,4,4,Inseguridad,No,,Hombre,4,3
EMILIANO ZAPATA,28,2,1,2,Llevar prisa,No,,Hombre,5,3
EMILIANO ZAPATA,48,2,1,2,Inseguridad,Sí,Estacionada,Hombre,3,3
BATALLA DE CALPULALPA,19,1,3,5,Llevar prisa,No,,Hombre,8,3
AV TELECOMUNICACIONES,29,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
ARNESES,25,2,99,8,Fala mecánica de bici,No,,Hombre,3,2
ANILLO PERIFERICO,38,4,1,2,Llevar prisa,No,,Hombre,5,3
ANILLO PERIFERICO,65,1,5,1,No haya bici disponible,Sí,Estacionada,Hombre,3,2
AV GUELATAO,23,2,1,2,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
SANTA CRUZ MEYEHUALCO,53,1,4,4,Lesión o incapacidad,No,,Hombre,5,4
AV. JALISCO,38,2,7,10,Fala mecánica de bici,No,,Hombre,4,3
AV. JALISCO,32,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
NI?OS HEROES,65,7,1,2,No contestó,Sí,Estacionada,Hombre,3,1
ANILLO PERIFERICO,30,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
ANILLO PERIFERICO,40,1,7,6,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
AV. NUEVO LEON,19,1,3,3,Inseguridad,No,,Hombre,7,9
SAN PEDRO ACTOPAN,37,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
SAN PEDRO ACTOPAN,42,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
SAN PEDRO ACTOPAN,29,4,1,2,Cambio de trabajo,Sí,Estacionada,Hombre,4,2
SAN PEDRO ACTOPAN,39,1,5,10,Fala mecánica de bici,No,,Hombre,4,2
MELCHOR OCAMPO,52,4,4,4,Ningún motivo,No,,Hombre,3,2
SAN PABLO,26,1,4,4,Recorrido muy largo,No,,Mujer,5,3
LIC. MARTINEZ DE CASTRO,70,1,4,4,Fala mecánica de bici,No,,Hombre,3,1
16 DE SEPTIEMBRE,15,5,1,2,Fala mecánica de bici,No,,Hombre,4,9
AV 506,42,5,1,2,Recorrido muy largo,Sí,Estacionada,Hombre,4,4
AV 506,35,4,1,2,Recorrido muy largo,Sí,Estacionada,Mujer,5,4
AV 506,56,1,2,1,Lesión o incapacidad,No,,Hombre,8,4
AV 506,25,1,3,3,Fala mecánica de bici,No,,Hombre,5,9
SUR 16,58,2,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,9
CANAL DE SAN JUAN,46,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,9,6
SUR 12,24,1,4,4,Lesión o incapacidad,No,,Hombre,5,9
FRANCISCO MORAZAN,52,1,7,6,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
FRANCISCO MORAZAN,54,1,5,5,Cambio de trabajo,No,,Hombre,3,2
CALZADA CAMARONES,39,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
CALZADA CAMARONES,28,2,3,3,Lesión o incapacidad,No,,Mujer,5,3
AV. CUITLAHUAC,25,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
AV. CUITLAHUAC,25,2,6,7,Lesión o incapacidad,No sabe,,Hombre,5,3
AV. CUITLAHUAC,32,1,2,1,Cambio de trabajo,No,,Hombre,4,3
CAMARONES,45,1,2,1,Recorrido muy largo,Sí,Estacionada,Hombre,5,4
CAMARONES,56,1,7,8,Inseguridad,Sí,Estacionada,Hombre,3,1
JERUSALEN,50,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,3,2
JERUSALEN,35,2,1,2,Inseguridad,Sí,Estacionada,Hombre,4,2
JERUSALEN,47,4,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
AV. DE LAS GRANJAS,40,2,1,2,Lesión o incapacidad,No,,Mujer,8,5
JERUSALEN,24,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
JERUSALEN,36,1,2,1,Recorrido muy largo,No,,Hombre,5,3
CALZADA DE LOS LEONES,25,2,2,8,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
AV JALAPA,15,1,3,5,Ningún motivo,No,,Hombre,4,9
CALZADA DE LOS LEONES,44,3,2,1,Inseguridad,No,,Hombre,5,3
CALZADA ERMITA IZTAPALAPA,37,1,2,1,Cambio de trabajo,No,,Hombre,7,4
CALZADA ERMITA IZTAPALAPA,45,1,2,1,Recorrido muy largo,No,,Hombre,5,2
CALZADA ERMITA IZTAPALAPA,57,1,2,1,Fala mecánica de bici,No,,Mujer,7,6
AV. PLUTARCO ELIAS CALLES,32,1,3,3,Clima,No,,Hombre,5,9
AV. PLUTARCO ELIAS CALLES,34,1,2,1,Recorrido muy largo,Sí,Estacionada,Mujer,5,5
ISABEL LA CATOLICA,37,2,2,5,Cambio de trabajo,Sí,Estacionada,Hombre,5,2
SIMON BOLIVAR,42,2,4,4,Fala mecánica de bici,No,,Hombre,3,2
SIMON BOLIVAR,20,2,3,3,Fala mecánica de bici,No,,Hombre,4,9
CAMINO A NEXTENGO,18,3,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,5,1
AV. DE LAS GRANJAS,21,3,1,2,Lesión o incapacidad,No,,Mujer,5,9
REAL DE SAN MARTIN,30,1,6,7,Inseguridad,No,,Hombre,5,4
CAMINO A NEXTENGO,72,4,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,2
EL ROSARIO,60,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
AV. DE LAS CULTURAS,47,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,4
EL ROSARIO,30,7,1,2,Inseguridad,No,,Hombre,8,9
AV UNIVERSIDAD,39,1,2,1,Fala mecánica de bici,No,,Hombre,4,3
AV 16 DE SEPTIEMBRE,16,1,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,4,9
JUSTINO ROSAS,27,6,1,2,Fala mecánica de bici,No,,Hombre,3,3
AVENIDA TOLUCA,54,2,1,2,Lesión o incapacidad,No,,Hombre,4,3
ANAXAGORAS,40,1,4,4,Lesión o incapacidad,No,,Mujer,8,9
AV DR JESÚS MARÍA VERTIZ,50,2,1,2,Fala mecánica de bici,No,,Hombre,4,3
CALZADA SAN JUAN DE ARAGON,18,7,3,3,Inseguridad,Sí,Estacionada,Hombre,3,1
FERROCARRIL HIDALGO HIDALGO,27,2,1,2,Fala mecánica de bici,Sí,En movimiento,Hombre,4,4
SANTIAGO ATEPETLAC,49,4,1,4,Lesión o incapacidad,Sí,En movimiento,Mujer,5,3
JAIME NUNO,45,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,9
JAIME NUNO,98,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
LAZARO CARDENAS,43,1,7,6,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
LEON DE LOS ALDAMA,49,2,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,4,2
LAZARO CARDENAS,39,1,2,1,Inseguridad,No,,Hombre,5,3
EDUARDO MOLINA,25,2,1,2,Clima,Sí,Estacionada,Mujer,8,2
LAZARO CARDENAS,49,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,7,3
LAZARO CARDENAS,41,1,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,5,3
LAZARO CARDENAS,24,1,2,1,Llevar prisa,No,,Mujer,8,4
LAZARO CARDENAS,22,1,3,3,Llevar prisa,No,,Hombre,8,3
RIO BAMBA,43,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,4
FERNANDO AMILPA,62,1,2,1,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
ACUEDUCTO DE GUADALUPE,52,2,1,2,Fala mecánica de bici,No,,Hombre,4,3
ACUEDUCTO DE GUADALUPE,68,1,2,1,Lesión o incapacidad,No,,Hombre,1,2
ACUEDUCTO DE GUADALUPE,27,2,1,10,Ningún motivo,No,,Hombre,7,6
ACUEDUCTO DE GUADALUPE,17,2,5,8,Ningún motivo,No,,Hombre,3,1
REFORMA,29,2,7,10,Lesión o incapacidad,Sí,Estacionada,Hombre,8,6
LAZARO CARDENAS,51,1,2,1,Lesión o incapacidad,No,,Hombre,7,4
REFORMA,30,2,2,8,Lesión o incapacidad,No,,Hombre,8,4
DR. IGNACIO MORONES PRIETO,25,1,4,7,Ningún motivo,No,,Mujer,7,4
DR. IGNACIO MORONES PRIETO,30,1,4,4,Llevar prisa,No,,Mujer,5,3
BAJA CALIFORNIA,35,2,1,2,Fala mecánica de bici,No,,Hombre,4,3
REFORMA,28,2,1,2,Ningún motivo,No,,Hombre,8,4
REFORMA,27,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
REFORMA,29,2,2,8,Ningún motivo,No,,Hombre,8,6
LA TURBA,35,1,3,5,Fala mecánica de bici,No,,Mujer,5,3
FRANCISCO JIMENEZ,41,1,2,1,Lesión o incapacidad,No,,Hombre,4,3
AV. LUIS DELGADO,38,5,1,2,Fala mecánica de bici,No,,Hombre,4,3
AV. JULIO DELGADO,39,2,1,2,Lesión o incapacidad,No,,Hombre,4,4
SAN RAFAEL ATIXCO,32,1,4,4,Fala mecánica de bici,No,,Mujer,5,9
MAR DE LLUVIAS,55,2,1,2,Lesión o incapacidad,No,,Hombre,3,9
MAR DE LLUVIAS,60,1,4,4,Llevar prisa,No,,Hombre,4,1
DR. JUAN PALOMO MARTINEZ,43,1,2,1,Inseguridad,Sí,Estacionada,Hombre,8,3
DR. JUAN PALOMO MARTINEZ,55,1,2,1,No haya bici disponible,Sí,Estacionada,Hombre,5,9
DR. JUAN PALOMO MARTINEZ,23,2,2,1,Cambio de trabajo,No,,Hombre,5,3
DR. JUAN PALOMO MARTINEZ,45,2,1,2,No haya bici disponible,Sí,Estacionada,Hombre,5,3
JOSE LOPEZ PORTILLO,20,1,3,3,Lesión o incapacidad,No,,Hombre,5,2
EMILIANO ZAPATA,50,1,4,4,Lesión o incapacidad,No,,Hombre,4,9
EMILIANO ZAPATA,34,5,1,2,Lesión o incapacidad,Sí,En movimiento,Mujer,5,2
AV. FUENTES BROTANTES,42,1,7,6,Lesión o incapacidad,Sí,En movimiento,Mujer,9,6
AV. RANATO LEDUE,30,2,1,2,Ningún motivo,No,,Hombre,3,2
TENORIOS,32,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
TENORIOS,71,4,1,2,Lesión o incapacidad,No,,Hombre,9,4
TENORIOS,28,2,1,2,Lesión o incapacidad,No,,Hombre,8,4
TENORIOS,30,1,4,4,Lesión o incapacidad,No,,Hombre,8,6
ARENAL,30,1,2,1,Recorrido muy largo,Sí,Estacionada,Hombre,8,4
AJUSCO PICACHO,35,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,4,2
AV DEL TALLER,55,1,2,1,Llevar prisa,Sí,Estacionada,Hombre,4,2
TENOCHTITLAN,35,1,2,1,Llevar prisa,No,,Hombre,5,3
FRANCISCO MORAZAN,25,1,2,4,Fala mecánica de bici,No,,Hombre,5,3
IZTACCIHUATL,55,2,2,1,Inseguridad,No,,Hombre,5,3
IZTACCIHUATL,62,1,2,1,Lesión o incapacidad,No,,Hombre,5,2
ANILLO PERIFERICO,60,1,2,1,Lesión o incapacidad,No,,Hombre,3,3
AV. MARINA NACIONAL,59,2,2,8,Ningún motivo,Sí,Estacionada,Hombre,3,2
AGUILAR Y SEJIAS,36,2,2,4,Lesión o incapacidad,No,,Hombre,4,3
CALZADA ALEGARIA,69,1,2,1,Lesión o incapacidad,No,,Hombre,4,2
PARQUE LIRA,76,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,4,2
CAMINO DE SANTA TAERESA,37,2,2,8,Cambio de trabajo,No,,Hombre,3,3
BOULEVARD ADOLFO LOPEZ MATEOS,23,2,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
CALZADA MEXICO TACUBA,49,1,4,1,Lesión o incapacidad,No,,Hombre,3,2
CAMINO DE SANTA TERESA,47,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
CAMINO DE SANTA TERESA,21,2,1,2,Ningún motivo,No,,Hombre,8,4
BOULEVARD ADOLFO LOP?Z MATEOS,53,2,1,2,Lesión o incapacidad,No,,Hombre,3,1
CAMINO DE SANTA TERESA,50,2,1,2,Lesión o incapacidad,No,,Mujer,3,2
ANDRES BELLO,21,2,3,3,Fala mecánica de bici,No,,Hombre,8,2
REFORMA,21,5,7,6,Clima,Sí,Estacionada,Mujer,8,9
SCHILLER,25,1,4,4,Llevar prisa,No,,Mujer,8,6
AV. FRANCISCO TLALTENCO,55,5,1,2,Lesión o incapacidad,No,,Hombre,3,2
AV. VILLA FRANQUEZA,20,1,3,3,Fala mecánica de bici,Sí,En movimiento,Hombre,5,3
SAN NICOLAS TOTOLAPAN,56,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
AV. SAN JERONIMO,58,1,7,6,Inseguridad,No,,Hombre,8,4
RICARDO MONGUES LOPEZ,45,1,3,5,Lesión o incapacidad,Sí,Estacionada,Mujer,5,2
CANAL DE RECODO,72,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
ARENAL,36,1,2,1,Lesión o incapacidad,No,,Hombre,8,3
SAN PEDRO ACTOPAN,45,2,1,2,Inseguridad,Sí,Estacionada,Hombre,3,3
MELCHOR OCAMPO,62,1,4,4,Ningún motivo,Sí,En movimiento,Hombre,3,2
SAN PABLO,28,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
SAN PABLO,16,1,7,6,Lesión o incapacidad,No,,Hombre,4,2
AV CAMINO A NATIVITAS,23,1,2,1,Cambio de trabajo,No,,Mujer,5,2
AV CAMINO NATIVITAS,47,2,1,5,Cambio de trabajo,Sí,Estacionada,Hombre,3,3
AV 16 DE SEPTIMBRE,15,1,7,6,No sé,Sí,En movimiento,Hombre,4,9
LIC. MARTINEZ DEL CASTRO,52,2,1,2,Fala mecánica de bici,No,,Hombre,4,4
BENITO JUAREZ,42,2,7,9,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
BENITO JUAREZ,13,1,7,8,Recorrido muy largo,No,,Mujer,4,9
AV EJERCITO NACIONAL,30,1,2,8,Lesión o incapacidad,No,,Hombre,8,5
AV EJERCITO NACIONAL,53,2,1,2,Lesión o incapacidad,No,,Mujer,5,3
AV EJERCITO NACIONAL,39,5,1,2,Clima,Sí,Estacionada,Hombre,8,3
AGUILAR Y SEJIAS,39,1,2,1,Lesión o incapacidad,No,,Hombre,8,3
DAMIANA,64,2,1,4,Clima,No,,Hombre,3,9
DAMIANA,16,1,5,5,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
AV. FRANCISCO TLALTENCO,52,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,4,1
AV. FRANCISCO TLALTENCO,47,1,4,4,Lesión o incapacidad,Sí,Estacionada,Mujer,4,1
AV PR ALFONSO CASAS ANDRADE,22,2,5,8,Cambio de trabajo,No,,Hombre,8,3
CAMINO REAL A TOLUCA,62,1,7,10,Lesión o incapacidad,No,,Hombre,3,9
EXTREMADURA,55,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,8,6
MELCHOR OCAMPO,38,2,1,2,Lesión o incapacidad,No,,Hombre,8,4
EXTREMADURA,28,1,2,1,Clima,Sí,Estacionada,Hombre,4,4
FEBO,54,4,4,4,Clima,No,,Hombre,5,4
AV PATRIOTISMO,36,5,1,2,Inseguridad,No,,Hombre,8,9
EXTREMADURA,32,2,1,2,Lesión o incapacidad,No,,Mujer,9,6
SANTA ANA,19,4,1,2,Fala mecánica de bici,No,,Hombre,5,9
CALZADA TAXQUEÑA,58,1,2,1,Fala mecánica de bici,No,,Hombre,8,3
MANUEL MARIA CONTRERAS,33,1,4,4,Llevar prisa,Sí,Estacionada,Mujer,8,4
20 DE NOVIEMBRE,48,2,2,8,Fala mecánica de bici,Sí,En movimiento,Mujer,5,6
20 DE NOVIEMBRE,43,1,7,9,Ningún motivo,Sí,Estacionada,Hombre,4,3
20 DE NOVIEMBRE,30,1,2,1,Lesión o incapacidad,No,,Hombre,5,3
ANTONIO DELFIN MADRIGAL,68,2,2,1,Lesión o incapacidad,No,,Mujer,3,3
AV. CERRO DE LAS TORRES,46,1,98,6,Lesión o incapacidad,Sí,Estacionada,Hombre,5,5
SAN GUILLERMO,45,1,2,1,Cambio de trabajo,No,,Mujer,3,3
SAN GUILLERMO,49,1,2,1,Cambio de trabajo,No,,Hombre,4,3
SAN GUILLERMO,58,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,4
JOSE SOTERO CASTAÑEDA,21,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,5,5
LERDO,31,2,1,2,Clima,Sí,Estacionada,Hombre,4,2
AV. CANAL DE MIRAMONTES,46,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
CALZADA DE LAS BOMBAS,36,1,2,1,Lesión o incapacidad,No,,Hombre,4,3
MANUEL SAENZ,36,5,1,2,Clima,No,,Mujer,5,4
MANUEL SAENZ,43,4,1,2,Fala mecánica de bici,No,,Hombre,4,9
JUVENTINO ROSAS,50,4,1,2,Inseguridad,Sí,Estacionada,Hombre,4,3
JUVENTINO ROSAS,15,1,5,10,Lesión o incapacidad,Sí,Estacionada,Mujer,4,9
LERDO,29,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,8,3
LERDO,16,7,1,2,Falta de infraestructura,Sí,Estacionada,Hombre,5,9
JUVENTINO ROSAS,56,1,5,10,Lesión o incapacidad,No,,Hombre,3,1
PLUTARCO ELIAS CALLES,56,2,7,5,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
PLAYA VILLA DEL MAR,19,1,3,10,Llevar prisa,No,,Hombre,5,9
EMILIANO CARRANZA,47,1,2,1,Inseguridad,Sí,Estacionada,Hombre,4,3
SUR 183,26,2,7,8,Cambio de trabajo,No,,Mujer,4,9
SUR 16,60,1,4,4,Recorrido muy largo,Sí,Estacionada,Hombre,4,9
CAMINO ANTIGUA CULHUACAN,64,2,4,7,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
ERMITA IZTAPALAPA,40,1,2,1,Ningún motivo,Sí,En movimiento,Hombre,3,2
CAMINO ANTIGUA CULHUACAN,28,5,1,2,Llevar prisa,No,,Hombre,4,3
ERMITA IZTAPALAPA,28,1,4,4,Fala mecánica de bici,No,,Hombre,4,3
ARNESES,25,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,4,3
ARNESES,24,3,1,2,Clima,No,,Hombre,5,5
ARNESES,26,1,5,10,Ningún motivo,No,,Hombre,4,2
CARDIOLOGOS,53,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
EMILIANO CARRANZA,33,1,5,10,Clima,No,,Hombre,5,3
ANILLO PERIFERICO,21,2,1,2,Recorrido muy largo,No,,Hombre,4,4
ANILLO PERIFERICO,24,1,2,1,Lesión o incapacidad,No,,Mujer,3,3
AV. JALISCO,84,1,5,10,Recorrido muy largo,Sí,Estacionada,Hombre,3,9
AV. JALISCO,39,2,1,2,Ningún motivo,No,,Hombre,4,3
AV. JALISCO,56,1,2,1,Recorrido muy largo,No,,Hombre,4,3
FRANCISCO MORAZAN,53,2,2,8,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
CANAL DE SAN JUAN,38,1,2,1,Lesión o incapacidad,No,,Hombre,5,5
SUR 16,54,1,2,4,Clima,No,,Mujer,5,4
AV BENITO JUAREZ,60,2,1,2,Cambio de trabajo,No,,Hombre,5,3
AV BENITO JUAREZ,56,5,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
AV 506,31,1,4,8,Llevar prisa,No,,Hombre,4,3
AV 506,63,2,4,8,Falta de infraestructura,Sí,Estacionada,Hombre,3,3
AV 606,20,1,5,5,Lesión o incapacidad,Sí,Estacionada,Hombre,8,9
AV 506,57,1,2,1,Lesión o incapacidad,No,,Hombre,4,1
AV 606,70,4,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,9
AV TALISMAN,21,1,3,3,Fala mecánica de bici,Sí,Estacionada,Mujer,5,9
AV TALISMAN,99,1,7,5,Lesión o incapacidad,Sí,En movimiento,Hombre,3,9
AV TALISMAN,34,1,4,4,Lesión o incapacidad,No,,Hombre,8,4
AV TALISMAN,69,1,7,8,Inseguridad,No,,Hombre,4,2
AV TALISMAN,20,7,5,7,Lesión o incapacidad,No,,Mujer,5,9
AV GUELATAO,29,2,1,2,Lesión o incapacidad,No,,Hombre,3,3
AV GUELATAO,24,2,1,2,Inseguridad,Sí,Estacionada,Hombre,5,4
ANILLO PERIFERICO,40,1,2,1,Llevar prisa,No,,Hombre,5,4
NI?OS HEROES,34,1,5,5,Lesión o incapacidad,No,,Mujer,5,3
NI?OS HEROES,24,1,3,3,Lesión o incapacidad,No,,Hombre,8,1
AVILA CAMACHO,15,1,4,4,Fala mecánica de bici,Sí,En movimiento,Hombre,4,9
